"","StudyID","Bacterium","PackStatus","TempRetail","Category","SubCategory","FoodClass","RTE","Label","SamplingStage","SamplingStage2","Stage","TotalUnitsTested","CountrySampling","FoodSubClass","Year","Prevalence","Sample","Country","lat","long","iso3","Positive","yi","vi","CountryEU"
"1752","Dostuni_FC_2016","Salmonella","Packed","Chill","Composite dishes","Sandwiches, pizza and other stuffed bread-like cereal products","Finger food","Yes","Lamb rolls","Distribution","Storage","Storage",5421,"Italy","Cooked",2008,0.025,5421,"Italy",41.896,12.4833,"ITA",135,-3.668,0.0076,"EU"
"1753","Ducic_FoodControl_2014","Shiga toxin-producing Escherichia coli","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Complete batter with additives beef sausages","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0,18,"Serbia",44.8186,20.468,"SRB",0,-3.611,2.0541,"Non-EU"
"1754","Dostuni_FC_2016","Listeria monocytogenes","Packed","Chill","Meat and meat products","Processed or preserved meat","Sausages","Yes","Fresh-made pork sausages","Distribution","Storage","Storage",1659,"Italy","Fresh raw sausages",2008,0.042,1659,"Italy",41.896,12.4833,"ITA",69,-3.137,0.0151,"EU"
"1755","Ducic_FoodControl_2014","Salmonella","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Meat trimming pork sausages","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0.222,18,"Serbia",44.8186,20.468,"SRB",4,-1.253,0.3214,"Non-EU"
"1756","Ducic_FoodControl_2014","Shiga toxin-producing Escherichia coli","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Meat trimming beef sausages","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0,18,"Serbia",44.8186,20.468,"SRB",0,-3.611,2.0541,"Non-EU"
"1757","Ducic_FoodControl_2014","Salmonella","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Complete batter with additives pork sausages","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0.056,18,"Serbia",44.8186,20.468,"SRB",1,-2.833,1.0588,"Non-EU"
"1758","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Raw bovine meat","Distribution","Storage","Storage",26977,"Ireland","NA",2005,0.001,26977,"Ireland",53.3331,-6.2489,"IRL",40,-6.512,0.025,"EU"
"1759","Ducic_FoodControl_2014","Salmonella","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Pork sausages at start (day 0)","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0,18,"Serbia",44.8186,20.468,"SRB",0,-3.611,2.0541,"Non-EU"
"1760","Ducic_FoodControl_2014","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Processed or preserved meat","Sausages","Yes","Finished beef sausages (day 15)","Distribution","Storage","Storage",18,"Serbia","Cooked sausages (generic)",2013,0,18,"Serbia",44.8186,20.468,"SRB",0,-3.611,2.0541,"Non-EU"
"1761","Ducic_FoodControl_2014","Shiga toxin-producing Escherichia coli","Unpacked","Chill","Meat and meat products","Processed or preserved meat","Sausages","No","Beef sausages in mid-process (day 7)","Manufacturing","","Manufacturing",18,"Serbia","Cooked sausages (generic)",2013,0,18,"Serbia",44.8186,20.468,"SRB",0,-3.611,2.0541,"Non-EU"
"1762","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Raw chicken meat","Distribution","Storage","Storage",6836,"Ireland","NA",2005,0.019,6836,"Ireland",53.3331,-6.2489,"IRL",131,-3.935,0.0078,"EU"
"1763","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Raw ovine meat","Distribution","Storage","Storage",2773,"Ireland","NA",2005,0.005,2773,"Ireland",53.3331,-6.2489,"IRL",13,-5.358,0.0773,"EU"
"1764","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Raw duck meat","Distribution","Storage","Storage",131,"Ireland","NA",2005,0,131,"Ireland",53.3331,-6.2489,"IRL",0,-5.572,2.0076,"EU"
"1765","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Raw porcine meat","Distribution","Storage","Storage",5962,"Ireland","NA",2005,0.014,5962,"Ireland",53.3331,-6.2489,"IRL",81,-4.285,0.0125,"EU"
"1766","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",638,"Ireland","Cooked",2005,0,638,"Ireland",53.3331,-6.2489,"IRL",0,-7.152,2.0016,"EU"
"1767","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Raw turkey meat","Distribution","Storage","Storage",371,"Ireland","NA",2005,0.027,371,"Ireland",53.3331,-6.2489,"IRL",10,-3.586,0.1028,"EU"
"1768","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Cooked chicken meat","Distribution","Restaurant","Restaurant",2296,"Ireland","Cooked",2005,0.001,2296,"Ireland",53.3331,-6.2489,"IRL",2,-7.045,0.5004,"EU"
"1769","Duggan_IrVetJ_2012","Salmonella","Packed","Chill","Composite dishes","UndefinedC","Cooked","Yes","RTE foods","Distribution","Storage","Storage",3580,"Ireland","",2005,0,3580,"Ireland",53.3331,-6.2489,"IRL",0,-8.876,2.0003,"EU"
"1770","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Cooked duck meat","Distribution","Restaurant","Restaurant",10,"Ireland","Cooked",2005,0,10,"Ireland",53.3331,-6.2489,"IRL",0,-3.045,2.0952,"EU"
"1771","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Cooked porcine meat","Distribution","Restaurant","Restaurant",4529,"Ireland","Cooked",2005,0,4529,"Ireland",53.3331,-6.2489,"IRL",1,-8.418,1.0002,"EU"
"1772","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Raw chicken meat","Distribution","Storage","Storage",8026,"Ireland","NA",2005,0.009,8026,"Ireland",53.3331,-6.2489,"IRL",76,-4.65,0.0133,"EU"
"1773","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",30,"Ireland","Cooked",2005,0,30,"Ireland",53.3331,-6.2489,"IRL",0,-4.111,2.0328,"EU"
"1774","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Raw duck meat","Distribution","Storage","Storage",108,"Ireland","NA",2005,0.019,108,"Ireland",53.3331,-6.2489,"IRL",2,-3.97,0.5094,"EU"
"1775","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Raw bovine meat","Distribution","Storage","Storage",33135,"Ireland","NA",2005,0.001,33135,"Ireland",53.3331,-6.2489,"IRL",47,-6.557,0.0213,"EU"
"1776","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Cooked turkey meat","Distribution","Restaurant","Restaurant",628,"Ireland","Cooked",2005,0,628,"Ireland",53.3331,-6.2489,"IRL",0,-7.136,2.0016,"EU"
"1777","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Composite dishes","UndefinedC","Raw","No","Vegetables and fruits","Distribution","Storage","Storage",3079,"Ireland","",2005,0,3079,"Ireland",53.3331,-6.2489,"IRL",0,-8.726,2.0003,"EU"
"1778","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Raw turkey meat","Distribution","Storage","Storage",374,"Ireland","NA",2005,0.037,374,"Ireland",53.3331,-6.2489,"IRL",14,-3.247,0.0742,"EU"
"1779","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Raw porcine meat","Distribution","Storage","Storage",6272,"Ireland","NA",2005,0.015,6272,"Ireland",53.3331,-6.2489,"IRL",94,-4.185,0.0108,"EU"
"1780","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Cooked chicken meat","Distribution","Restaurant","Restaurant",3385,"Ireland","Cooked",2005,0.001,3385,"Ireland",53.3331,-6.2489,"IRL",2,-7.433,0.5003,"EU"
"1781","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",1808,"Ireland","Cooked",2005,0.001,1808,"Ireland",53.3331,-6.2489,"IRL",2,-6.806,0.5006,"EU"
"1782","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Cooked porcine meat","Distribution","Restaurant","Restaurant",5373,"Ireland","Cooked",2005,0,5373,"Ireland",53.3331,-6.2489,"IRL",0,-9.282,2.0002,"EU"
"1783","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Cooked turkey meat","Distribution","Restaurant","Restaurant",694,"Ireland","Cooked",2005,0,694,"Ireland",53.3331,-6.2489,"IRL",0,-7.236,2.0014,"EU"
"1784","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Raw ovine meat","Distribution","Storage","Storage",2212,"Ireland","NA",2005,0.001,2212,"Ireland",53.3331,-6.2489,"IRL",2,-7.008,0.5005,"EU"
"1785","Duggan_IrVetJ_2012","Salmonella","Packed","Chill","Composite dishes","UndefinedC","Cooked","Yes","RTE foods","Distribution","Storage","Storage",5452,"Ireland","",2005,0,5452,"Ireland",53.3331,-6.2489,"IRL",1,-8.604,1.0002,"EU"
"1786","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",37,"Ireland","Cooked",2005,0,37,"Ireland",53.3331,-6.2489,"IRL",0,-4.317,2.0267,"EU"
"1787","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Raw bovine meat","Distribution","Storage","Storage",35134,"Ireland","NA",2005,0.001,35134,"Ireland",53.3331,-6.2489,"IRL",25,-7.247,0.04,"EU"
"1788","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Raw chicken meat","Distribution","Storage","Storage",6027,"Ireland","NA",2005,0.051,6027,"Ireland",53.3331,-6.2489,"IRL",310,-2.915,0.0034,"EU"
"1789","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Composite dishes","UndefinedC","Raw","No","Vegetables and fruits","Distribution","Storage","Storage",3490,"Ireland","",2005,0,3490,"Ireland",53.3331,-6.2489,"IRL",0,-8.851,2.0003,"EU"
"1790","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Raw porcine meat","Distribution","Storage","Storage",6649,"Ireland","NA",2005,0.018,6649,"Ireland",53.3331,-6.2489,"IRL",118,-4.014,0.0086,"EU"
"1791","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Raw duck meat","Distribution","Storage","Storage",142,"Ireland","NA",2005,0.063,142,"Ireland",53.3331,-6.2489,"IRL",9,-2.693,0.1186,"EU"
"1792","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Raw turkey meat","Distribution","Storage","Storage",657,"Ireland","NA",2005,0.014,657,"Ireland",53.3331,-6.2489,"IRL",9,-4.277,0.1127,"EU"
"1793","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Raw ovine meat","Distribution","Storage","Storage",2183,"Ireland","NA",2005,0.001,2183,"Ireland",53.3331,-6.2489,"IRL",2,-6.994,0.5005,"EU"
"1794","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Cooked chicken meat","Distribution","Restaurant","Restaurant",3371,"Ireland","Cooked",2005,0,3371,"Ireland",53.3331,-6.2489,"IRL",1,-8.123,1.0003,"EU"
"1795","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",1328,"Ireland","Cooked",2005,0,1328,"Ireland",53.3331,-6.2489,"IRL",0,-7.885,2.0008,"EU"
"1796","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Cooked porcine meat","Distribution","Restaurant","Restaurant",4068,"Ireland","Cooked",2005,0.002,4068,"Ireland",53.3331,-6.2489,"IRL",7,-6.363,0.1431,"EU"
"1797","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Cooked turkey meat","Distribution","Restaurant","Restaurant",575,"Ireland","Cooked",2005,0,575,"Ireland",53.3331,-6.2489,"IRL",0,-7.048,2.0017,"EU"
"1798","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",90,"Ireland","Cooked",2005,0,90,"Ireland",53.3331,-6.2489,"IRL",0,-5.198,2.011,"EU"
"1799","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Raw bovine meat","Distribution","Storage","Storage",26975,"Ireland","NA",2005,0.002,26975,"Ireland",53.3331,-6.2489,"IRL",55,-6.193,0.0182,"EU"
"1800","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Composite dishes","UndefinedC","Raw","No","Vegetables and fruits","Distribution","Storage","Storage",3477,"Ireland","",2005,0,3477,"Ireland",53.3331,-6.2489,"IRL",1,-8.154,1.0003,"EU"
"1801","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Raw chicken meat","Distribution","Storage","Storage",6234,"Ireland","NA",2005,0.038,6234,"Ireland",53.3331,-6.2489,"IRL",238,-3.227,0.0044,"EU"
"1802","Duggan_IrVetJ_2012","Salmonella","Packed","Chill","Composite dishes","UndefinedC","Cooked","Yes","RTE foods","Distribution","Storage","Storage",8120,"Ireland","",2005,0,8120,"Ireland",53.3331,-6.2489,"IRL",1,-9.002,1.0001,"EU"
"1803","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Raw ovine meat","Distribution","Storage","Storage",2267,"Ireland","NA",2005,0,2267,"Ireland",53.3331,-6.2489,"IRL",1,-7.726,1.0004,"EU"
"1804","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Raw porcine meat","Distribution","Storage","Storage",5863,"Ireland","NA",2005,0.024,5863,"Ireland",53.3331,-6.2489,"IRL",142,-3.696,0.0072,"EU"
"1805","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Cooked chicken meat","Distribution","Restaurant","Restaurant",6932,"Ireland","Cooked",2005,0,6932,"Ireland",53.3331,-6.2489,"IRL",2,-8.15,0.5001,"EU"
"1806","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Raw duck meat","Distribution","Storage","Storage",59,"Ireland","NA",2005,0.102,59,"Ireland",53.3331,-6.2489,"IRL",6,-2.179,0.1855,"EU"
"1807","Duggan_IrVetJ_2012","Salmonella","Packed","Chill","Composite dishes","UndefinedC","Cooked","Yes","RTE foods","Distribution","Storage","Storage",9393,"Ireland","",2005,0,9393,"Ireland",53.3331,-6.2489,"IRL",1,-9.148,1.0001,"EU"
"1808","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Duck meat food","Duck fresh meat / fat tissue","No","Raw duck meat","Distribution","Storage","Storage",68,"Ireland","NA",2005,0,68,"Ireland",53.3331,-6.2489,"IRL",0,-4.92,2.0146,"EU"
"1809","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Raw turkey meat","Distribution","Storage","Storage",517,"Ireland","NA",2005,0.044,517,"Ireland",53.3331,-6.2489,"IRL",23,-3.067,0.0455,"EU"
"1810","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",4794,"Ireland","Cooked",2005,0.001,4794,"Ireland",53.3331,-6.2489,"IRL",7,-6.528,0.1431,"EU"
"1811","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Cooked porcine meat","Distribution","Restaurant","Restaurant",10393,"Ireland","Cooked",2005,0.003,10393,"Ireland",53.3331,-6.2489,"IRL",27,-5.95,0.0371,"EU"
"1812","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Raw chicken meat","Distribution","Storage","Storage",5825,"Ireland","NA",2005,0.012,5825,"Ireland",53.3331,-6.2489,"IRL",69,-4.424,0.0147,"EU"
"1813","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",212,"Ireland","Cooked",2005,0,212,"Ireland",53.3331,-6.2489,"IRL",0,-6.052,2.0047,"EU"
"1814","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Cooked turkey meat","Distribution","Restaurant","Restaurant",1370,"Ireland","Cooked",2005,0,1370,"Ireland",53.3331,-6.2489,"IRL",0,-7.916,2.0007,"EU"
"1815","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Raw bovine meat","Distribution","Storage","Storage",27540,"Ireland","NA",2005,0.001,27540,"Ireland",53.3331,-6.2489,"IRL",35,-6.667,0.0286,"EU"
"1816","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Composite dishes","UndefinedC","Raw","No","Vegetables and fruits","Distribution","Storage","Storage",2517,"Ireland","",2005,0,2517,"Ireland",53.3331,-6.2489,"IRL",0,-8.524,2.0004,"EU"
"1817","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Raw turkey meat","Distribution","Storage","Storage",142,"Ireland","NA",2005,0.085,142,"Ireland",53.3331,-6.2489,"IRL",12,-2.383,0.091,"EU"
"1818","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Raw ovine meat","Distribution","Storage","Storage",2195,"Ireland","NA",2005,0.001,2195,"Ireland",53.3331,-6.2489,"IRL",3,-6.594,0.3338,"EU"
"1819","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",6595,"Ireland","Cooked",2005,0,6595,"Ireland",53.3331,-6.2489,"IRL",0,-9.487,2.0002,"EU"
"1820","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Composite dishes","UndefinedC","Raw","No","Vegetables and fruits","Distribution","Storage","Storage",1545,"Ireland","",2005,0,1545,"Ireland",53.3331,-6.2489,"IRL",0,-8.036,2.0006,"EU"
"1821","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Cooked chicken meat","Distribution","Restaurant","Restaurant",8373,"Ireland","Cooked",2005,0,8373,"Ireland",53.3331,-6.2489,"IRL",0,-9.726,2.0001,"EU"
"1822","Duggan_IrVetJ_2012","Salmonella","Unpacked","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Raw porcine meat","Distribution","Storage","Storage",8876,"Ireland","NA",2005,0.011,8876,"Ireland",53.3331,-6.2489,"IRL",98,-4.495,0.0103,"EU"
"1823","Dumen_FoodbornePathogDis_2020","Listeria monocytogenes","Unpacked","Chill","Aquatic based food","Molluscs","Mussels","Yes","Raw mussel","Distribution","Retail","Retail",100,"Turkey","Raw",2019,0.16,100,"Turkey",39.9272,32.8644,"TUR",16,-1.658,0.0744,"Non-EU"
"1824","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Turkey meat food","Turkey fresh meat / fat tissue","No","Cooked turkey meat","Distribution","Restaurant","Restaurant",1213,"Ireland","Cooked",2005,0,1213,"Ireland",53.3331,-6.2489,"IRL",0,-7.794,2.0008,"EU"
"1825","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Cooked porcine meat","Distribution","Restaurant","Restaurant",14671,"Ireland","Cooked",2005,0,14671,"Ireland",53.3331,-6.2489,"IRL",3,-8.495,0.3334,"EU"
"1826","Dumen_FoodbornePathogDis_2020","Listeria monocytogenes","Unpacked","Chill","Aquatic based food","Fish (meat)","Marine fish","Yes","Raw sea fish","Distribution","Retail","Retail",400,"Turkey","Raw",2019,0.072,400,"Turkey",39.9272,32.8644,"TUR",29,-2.549,0.0372,"Non-EU"
"1827","Dumen_FoodbornePathogDis_2020","Listeria monocytogenes","Unpacked","Chill","Aquatic based food","Crustaceans","Shrimps and prawns","Yes","Raw shrimp","Distribution","Retail","Retail",100,"Turkey","Raw",2019,0.11,100,"Turkey",39.9272,32.8644,"TUR",11,-2.091,0.1021,"Non-EU"
"1828","Duggan_IrVetJ_2012","Salmonella","","","Meat and meat products","Sheep meat food","Sheep fresh meat / fat tissue","No","Cooked ovine meat","Distribution","Restaurant","Restaurant",140,"Ireland","Cooked",2005,0,140,"Ireland",53.3331,-6.2489,"IRL",0,-5.638,2.0071,"EU"
"1829","Durmusoglu_SlovVetRes_2020","Salmonella","Unpacked","Ambient","Meat and meat products","Other mammals meat food","Other mammals carcase","No","Carcass swab (goat and sheep)","Manufacturing","","Manufacturing",50,"Turkey","",2018,0,50,"Turkey",39.9272,32.8644,"TUR",0,-4.615,2.0198,"Non-EU"
"1830","Duggan_IrVetJ_2012","Salmonella","Packed","Chill","Composite dishes","UndefinedC","Cooked","Yes","RTE foods","Distribution","Storage","Storage",10227,"Ireland","",2005,0,10227,"Ireland",53.3331,-6.2489,"IRL",0,-9.926,2.0001,"EU"
"1831","Durul_FPD_2015","Salmonella","Packed","Chill","Meat and meat products","Chicken meat food","Chicken fresh meat / fat tissue","No","Chicken meat","Distribution","Retail","Retail",24,"Turkey","NA",2012,0.583,24,"Turkey",39.9272,32.8644,"TUR",14,0.336,0.1714,"Non-EU"
"1832","Dumen_FoodbornePathogDis_2020","Listeria monocytogenes","Unpacked","Chill","Aquatic based food","Molluscs","Squids, cuttlefishes, octopuses","Yes","Raw squid","Distribution","Retail","Retail",100,"Turkey","Raw",2019,0.04,100,"Turkey",39.9272,32.8644,"TUR",4,-3.178,0.2604,"Non-EU"
"1833","Durmusoglu_SlovVetRes_2020","Salmonella","Unpacked","Ambient","Meat and meat products","Other mammals meat food","Other mammals offal","No","Liver sponge (goat and sheep)","Manufacturing","","Manufacturing",50,"Turkey","NA",2018,0.04,50,"Turkey",39.9272,32.8644,"TUR",2,-3.178,0.5208,"Non-EU"
"1834","Durul_FPD_2015","Salmonella","Packed","Chill","Meat and meat products","Bovine meat food","Bovine minced meat","No","Cattle ground meat","Distribution","Retail","Retail",24,"Turkey","PreCut",2012,0.542,24,"Turkey",39.9272,32.8644,"TUR",13,0.167,0.1678,"Non-EU"
"1835","Durul_FPD_2015","Salmonella","Packed","Chill","Meat and meat products","Sheep meat food","Sheep minced meat","No","Sheep ground meat","Distribution","Retail","Retail",24,"Turkey","PreCut",2012,0.5,24,"Turkey",39.9272,32.8644,"TUR",12,0,0.1667,"Non-EU"
"1836","Dumen_MedWet_2008","Listeria monocytogenes","Unpacked","Chill","Milk and milk products (dairy)","Milk","Raw","No","Raw Milk","PrimaryProduction","Farm","Farm",150,"Turkey","Cattle milk",2007,0.073,150,"Turkey",39.9272,32.8644,"TUR",11,-2.537,0.0981,"Non-EU"
"1837","Durul_FPD_2015","Salmonella","Packed","Chill","Meat and meat products","Other mammals meat food","Other mammals offal","No","Offal","Distribution","Retail","Retail",24,"Turkey","NA",2012,0.583,24,"Turkey",39.9272,32.8644,"TUR",14,0.336,0.1714,"Non-EU"
"1838","Durul_FPD_2015","Salmonella","Packed","Chill","Milk and milk products (dairy)","Cheese","Fresh uncured cheese","Yes","Unripened cheese","Distribution","Retail","Retail",24,"Turkey","NA",2012,0.167,24,"Turkey",39.9272,32.8644,"TUR",4,-1.609,0.3,"Non-EU"
"1839","Ebani_Animals_2022","Listeria monocytogenes","Unpacked","Ambient","Meat and meat products","Deer meat food","Deer offal","No","Roe deer spleen","Manufacturing","","Manufacturing",72,"Italy","NA",2018,0,72,"Italy",41.896,12.4833,"ITA",0,-4.977,2.0138,"EU"
"1840","Egervarn_IntJFoodMicrobiol_2024","Shiga toxin-producing Escherichia coli","Packed","Chill","Meat and meat products","Bovine meat food","Bovine fresh meat / fat tissue","No","Chilled beef whole meat.","Distribution","Retail","Retail",300,"Sweden","PreCut",2010,0.02,300,"Sweden",59.3508,18.0973,"SWE",6,-3.892,0.1701,"EU"
"1841","Ebani_Animals_2022","Salmonella","Unpacked","Ambient","Meat and meat products","Deer meat food","Deer offal","No","Roe deer spleen","Manufacturing","","Manufacturing",72,"Italy","NA",2018,0,72,"Italy",41.896,12.4833,"ITA",0,-4.977,2.0138,"EU"
"1842","Durul_FPD_2015","Salmonella","Packed","Ambient","Herbs, spices and similar","Spices","Dried","No","Dried red pepper","Distribution","Retail","Retail",24,"Turkey","",2012,0,24,"Turkey",39.9272,32.8644,"TUR",0,-3.892,2.0408,"Non-EU"
"1843","Durul_FPD_2015","Salmonella","Packed","Chill","Milk and milk products (dairy)","Cheese","Soft - ripened cheese","Yes","Urfa cheese","Distribution","Retail","Retail",24,"Turkey","Raw",2012,0.083,24,"Turkey",39.9272,32.8644,"TUR",2,-2.398,0.5455,"Non-EU"
"1844","Egervarn_IntJFoodMicrobiol_2014","Salmonella","Packed","Chill","Meat and meat products","Pig meat food","Pig fresh meat / fat tissue","No","Pork meat","Distribution","Retail","Retail",119,"Sweden","NA",2010,0.017,119,"Sweden",59.3508,18.0973,"SWE",2,-4.069,0.5085,"EU"
